,year,month,day,hour,minute,second,lat,lon,depth_km,mag
5125,1985,11,4,11,31,10,-35.5817,-72.9264,17000.0,4.8
5126,1985,11,4,19,12,35,-35.1885,-70.5851,22594.2,5.095
5127,1985,11,5,8,40,33,-9.1631,-75.906,130000.0,4.695
5128,1985,11,5,22,58,2,5.0528,-76.1712,103000.0,4.865
5129,1985,11,6,16,8,51,-40.7516,-75.1438,18799.4,5.26
5130,1985,11,9,22,13,27,-27.86,-66.6747,167951.1,5.27
5131,1985,11,11,1,27,52,-31.2928,-71.9858,30369.6,4.89
5132,1985,11,13,2,7,27,-23.5128,-69.3339,91413.5,4.99
5133,1985,11,14,22,32,53,-32.3366,-69.6955,115506.2,5.125
5134,1985,11,16,2,2,30,-10.1025,-75.3337,41000.0,4.735
5135,1985,11,17,20,4,29,-22.4849,-66.3085,245000.0,4.53
5136,1985,11,18,7,41,9,5.2507,-82.6331,15000.0,4.405
5137,1985,11,21,9,59,18,-14.1853,-75.8727,35000.0,4.825
5138,1985,11,26,10,24,32,-9.5099,-75.5611,42555.3,5.24
5139,1985,11,26,19,2,23,-3.4934,-77.3138,35000.0,4.92
5140,1985,11,29,4,2,12,-22.7933,-63.6783,533403.4,5.44
5141,1985,11,29,23,1,11,-21.6095,-68.7966,117000.0,4.355
5142,1985,12,3,17,52,25,6.7677,-72.9924,162961.2,5.31
5143,1985,12,3,23,40,51,-22.0433,-63.7255,528000.0,4.58
5144,1985,12,7,0,6,56,-1.808,-80.6217,43000.0,5.015
5145,1985,12,7,5,42,48,-19.3309,-70.0914,100000.0,4.975
5146,1985,12,11,15,28,47,-32.9026,-71.8374,66554.7,4.81
5147,1985,12,12,17,32,38,-1.7883,-77.7969,171806.3,4.78
5148,1985,12,14,2,51,46,-25.0197,-64.7932,9313.4,5.56
5149,1985,12,16,14,42,44,-21.4506,-67.8343,167275.8,5.175
5150,1985,12,18,12,35,6,-35.1861,-71.121,91936.4,4.615
5151,1985,12,18,22,36,26,5.082,-74.6599,13468.0,4.965
5152,1985,12,20,2,51,6,-18.1503,-69.6462,126000.0,4.55
5153,1985,12,25,15,43,57,-24.0064,-66.883,200000.0,5.55
5154,1985,12,26,0,5,10,-10.8436,-74.3909,32898.0,5.145
5155,1985,12,26,3,59,19,-34.1061,-70.1249,8319.8,5.25
5156,1985,12,28,13,23,42,-19.8986,-70.6298,21357.4,5.205
5157,1985,12,30,18,39,57,-33.0536,-72.1428,15000.0,4.81
5158,1986,1,2,17,46,4,-29.6973,-71.6324,42987.5,4.85
5159,1986,1,5,19,15,27,-32.1507,-70.7884,77000.0,5.025
5160,1986,1,7,20,40,10,-34.0535,-71.9135,19000.0,4.64
5161,1986,1,8,3,42,50,-35.6644,-71.1836,94772.4,5.15
5162,1986,1,9,9,10,59,-19.7909,-67.7097,250000.0,4.45
5163,1986,1,10,11,18,5,-15.6274,-74.4711,49000.0,4.86
5164,1986,1,11,19,42,23,-9.5028,-77.3519,35000.0,5.07
5165,1986,1,11,19,48,45,-19.9569,-71.0602,35000.0,5.055
5166,1986,1,12,6,38,22,-4.0229,-79.3898,102643.0,5.3
5167,1986,1,14,16,3,53,-14.38,-75.6437,53000.0,4.57
5168,1986,1,14,23,14,37,-23.313,-66.6737,200000.0,4.755
5169,1986,1,16,1,42,34,-19.9746,-70.7032,44000.0,4.885
5170,1986,1,16,7,3,21,-17.0552,-73.4611,26000.0,4.39
5171,1986,1,17,4,15,0,-10.8002,-78.5501,45337.1,5.51
5172,1986,1,17,9,51,35,-23.641,-70.2627,56000.0,4.62
5173,1986,1,17,14,9,21,-16.4457,-73.789,39000.0,4.725
5174,1986,1,19,8,3,30,0.6142,-79.8893,50000.0,4.99
5175,1986,1,22,2,43,57,-31.3766,-68.8601,107493.6,4.595
5176,1986,1,26,7,48,23,-26.9403,-70.8801,23798.2,5.38
5177,1986,1,28,6,51,46,-1.8472,-77.3628,165300.4,5.36
5178,1986,1,28,10,26,53,-26.0534,-70.908,31000.0,4.82
5179,1986,1,29,13,34,10,6.8754,-76.5939,12720.2,5.68
5180,1986,1,29,13,49,43,7.1368,-76.45,18000.0,4.605
5181,1986,1,29,14,47,17,6.9918,-76.7492,18000.0,4.745
5182,1986,1,30,22,26,34,6.9117,-76.5986,18000.0,5.05
5183,1986,1,30,23,23,29,6.9748,-76.6032,18000.0,4.9
5184,1986,1,31,5,51,41,-20.7667,-68.7653,113582.0,4.89
5185,1986,2,9,23,32,14,-35.98,-71.5236,98153.1,5.24
5186,1986,2,13,0,56,56,-21.1596,-68.7646,117000.0,4.6
5187,1986,2,17,17,39,48,-28.7216,-67.5104,129073.6,5.015
5188,1986,2,20,9,16,4,-21.317,-70.237,40538.9,5.78
5189,1986,2,22,1,24,49,-21.3444,-67.3123,185837.6,4.88
5190,1986,2,22,18,47,22,-2.1409,-78.2512,35000.0,4.88
5191,1986,2,23,16,19,0,-31.3168,-68.719,108570.7,4.83
5192,1986,2,23,22,32,49,-24.1228,-70.1389,66250.3,4.975
5193,1986,2,25,0,39,30,-17.1688,-70.5153,100000.0,4.9
5194,1986,2,27,9,50,49,-27.8574,-71.1457,30507.4,4.845
5195,1986,3,8,11,6,47,-23.9903,-66.9723,181000.0,4.735
5196,1986,3,9,16,47,53,-8.1777,-80.1373,37000.0,4.805
5197,1986,3,12,22,4,20,-24.0087,-66.8142,200773.0,5.32
5198,1986,3,15,11,29,42,-19.2276,-67.4715,219418.8,6.27
5199,1986,3,18,10,2,31,-16.0443,-72.3693,118078.3,4.745
5200,1986,3,20,0,43,23,-17.0699,-65.402,14000.0,4.925
5201,1986,3,21,7,34,43,-40.0458,-75.2076,25000.0,4.575
5202,1986,3,21,13,55,39,-30.7083,-71.5293,33000.0,4.925
5203,1986,3,23,11,47,38,-26.6426,-71.0512,45285.7,5.28
5204,1986,3,25,19,27,44,-30.6737,-71.6895,56679.7,5.085
5205,1986,3,26,7,4,52,-34.0329,-72.0266,45705.6,5.45
5206,1986,3,26,22,6,57,-7.1871,-71.6942,599627.2,6.27
5207,1986,3,27,6,5,34,3.433,-76.4538,146220.8,4.695
5208,1986,3,27,23,1,39,-23.1051,-66.7132,222000.0,4.525
5209,1986,3,28,21,19,23,-1.5112,-77.9697,163513.0,4.87
5210,1986,3,29,2,6,47,-19.3231,-67.4753,222245.4,5.27
5211,1986,3,29,9,48,55,4.6025,-75.5812,157217.1,5.03
5212,1986,3,31,1,19,25,6.7789,-73.0819,159568.1,5.035
5213,1986,3,31,20,39,44,-8.1106,-74.3468,152502.6,4.875
5214,1986,4,1,7,41,52,-30.338,-71.8171,16000.0,4.48
5215,1986,4,2,6,49,32,-4.2316,-80.9137,39000.0,4.745
5216,1986,4,4,9,58,31,-18.8534,-70.7442,80624.9,5.025
5217,1986,4,5,20,14,28,-13.4798,-71.7946,35000.0,5.19
5218,1986,4,8,18,2,46,-8.0183,-73.859,180064.0,5.63
5219,1986,4,9,1,26,52,-19.8192,-69.3343,116649.9,4.91
5220,1986,4,9,8,21,41,4.5521,-76.1978,98000.0,4.915
5221,1986,4,9,18,10,54,-22.9769,-66.6931,203153.5,5.29
5222,1986,4,11,0,41,58,-33.2074,-72.0095,19000.0,4.745
5223,1986,4,11,2,1,0,-37.4376,-74.998,35000.0,4.47
5224,1986,4,11,6,49,45,5.0877,-77.9375,31000.0,4.755
5225,1986,4,14,20,39,14,-8.3737,-74.2528,156622.8,4.825
5226,1986,4,17,7,25,28,-20.9781,-68.8499,99740.1,4.74
5227,1986,4,18,3,19,39,-22.6243,-68.4608,101826.1,5.12
5228,1986,4,19,23,28,10,-9.3458,-79.031,61034.4,5.36
5229,1986,4,21,0,31,45,-22.7309,-71.6376,35000.0,4.49
5230,1986,4,23,20,27,13,-3.8938,-81.0139,48487.5,5.29
5231,1986,4,24,2,43,40,-32.2666,-71.6883,50000.0,4.7
5232,1986,4,25,1,10,41,5.4584,-78.3551,35000.0,4.8
5233,1986,4,26,6,17,56,-24.0805,-69.3056,107718.3,4.465
5234,1986,4,28,13,43,10,-14.9932,-75.6224,28000.0,4.72
5235,1986,4,30,14,9,39,-18.3179,-69.5743,99642.6,5.58
5236,1986,5,9,16,23,48,-17.1273,-65.6243,9320.1,5.85
5237,1986,5,10,2,0,24,-23.4851,-67.82,121000.0,5.08
5238,1986,5,10,20,0,25,-19.147,-70.2783,100000.0,4.54
5239,1986,5,12,21,59,57,6.8921,-73.1818,154233.9,4.945
5240,1986,5,14,4,30,26,-17.2523,-65.4461,48313.7,4.89
5241,1986,5,14,15,54,22,-32.5854,-71.8177,16000.0,5.07
5242,1986,5,17,5,1,43,2.1102,-79.8146,35000.0,4.495
5243,1986,5,19,12,36,29,-28.3682,-69.0558,100511.1,5.095
5244,1986,5,19,18,30,5,-23.9746,-66.7437,195000.0,4.7
5245,1986,5,21,3,13,45,-32.7094,-71.653,28547.1,4.735
5246,1986,5,21,3,56,56,-3.5048,-76.7915,113160.5,4.91
5247,1986,5,22,2,5,31,-32.806,-71.8109,6936.7,4.495
5248,1986,5,22,2,38,15,-12.3414,-77.1666,60935.2,4.615
5249,1986,5,22,8,0,24,-32.5311,-71.8405,33247.4,4.985
5250,1986,5,24,17,1,16,-1.5563,-77.7233,170336.5,4.52
5251,1986,5,29,10,32,23,-21.7325,-68.67,115075.4,4.745
5252,1986,6,1,22,47,57,-14.1219,-73.8078,35000.0,4.535
5253,1986,6,2,22,29,55,-45.5845,-76.7938,14865.0,5.16
5254,1986,6,5,3,42,53,-23.142,-68.8725,94000.0,4.81
5255,1986,6,5,15,35,13,-34.4573,-70.9249,80970.6,5.13
5256,1986,6,7,12,26,25,-5.4671,-76.9875,119477.9,5.005
5257,1986,6,7,16,37,47,6.843,-73.1145,160125.7,4.775
5258,1986,6,17,3,53,32,-23.0413,-69.0935,90460.8,5.22
5259,1986,6,18,5,32,58,-42.0753,-73.3681,31897.2,5.075
5260,1986,6,19,20,33,17,-16.9394,-65.5084,14000.0,5.3
5261,1986,6,19,21,57,25,-17.0311,-65.4483,24939.9,5.27
5262,1986,6,23,10,25,59,-14.3803,-73.5296,87000.0,4.65
5263,1986,6,24,12,25,28,-30.7321,-71.727,46211.1,5.385
5264,1986,6,25,6,12,6,-33.408,-72.0469,35000.0,4.72
5265,1986,6,26,23,14,34,6.7986,-73.109,164540.5,4.73
5266,1986,6,27,21,48,56,-16.1503,-73.5256,75173.1,5.015
5267,1986,6,29,20,11,51,6.7034,-72.9433,159552.0,5.71
5268,1986,7,7,21,22,24,5.2599,-77.4687,17165.2,5.305
5269,1986,7,11,2,39,58,-4.9685,-81.7292,88871.7,4.58
5270,1986,7,13,10,14,37,-28.0805,-71.1194,47616.5,5.405
5271,1986,7,13,10,26,9,-0.5189,-77.9011,7000.0,4.885
5272,1986,7,13,19,2,41,-3.1318,-77.6549,100000.0,4.56
5273,1986,7,14,6,34,46,-9.6329,-72.4495,35000.0,4.825
5274,1986,7,15,6,0,26,-37.8789,-74.7797,31188.9,5.08
5275,1986,7,15,14,28,13,-28.0623,-66.7069,167000.0,4.985
5276,1986,7,17,18,11,26,-8.8365,-79.6539,35000.0,4.88
5277,1986,7,20,5,52,17,-15.7585,-75.1275,30000.0,4.59
5278,1986,7,20,18,3,47,-10.4873,-74.078,129393.9,4.86
5279,1986,7,21,15,54,42,-33.7254,-71.8766,19000.0,5.14
5280,1986,7,21,17,18,55,-23.9354,-66.6715,195000.0,4.59
5281,1986,7,28,3,29,55,-33.4003,-72.1502,27033.2,4.745
5282,1986,7,28,20,29,1,-33.2989,-72.0483,19000.0,5.68
5283,1986,7,28,21,11,19,-33.3697,-72.0062,41103.8,5.1
5284,1986,7,28,22,50,35,-21.0874,-68.7651,117000.0,4.69
5285,1986,8,5,11,18,22,-20.1112,-69.2753,97461.3,4.815
5286,1986,8,7,22,32,52,7.3891,-81.191,10419.4,5.66
5287,1986,8,7,22,54,12,7.243,-81.322,35000.0,4.875
5288,1986,8,9,0,25,58,7.2842,-81.3426,35000.0,4.425
5289,1986,8,9,9,40,48,-31.2498,-72.3308,35000.0,4.555
5290,1986,8,11,22,6,45,-30.9559,-67.7739,9906.4,5.35
5291,1986,8,12,4,7,17,5.8447,-82.7066,6181.6,5.78
5292,1986,8,12,10,34,15,7.6826,-81.492,35000.0,4.46
5293,1986,8,13,4,11,43,5.743,-82.5192,14000.0,5.72
5294,1986,8,13,15,27,22,7.6678,-74.5973,51682.1,5.2
5295,1986,8,14,22,10,56,-21.6091,-69.5994,50000.0,4.725
5296,1986,8,16,14,51,26,-19.4377,-63.9918,35000.0,4.95
5297,1986,8,17,11,37,14,-14.2739,-75.7899,49214.2,5.135
5298,1986,8,21,1,23,23,7.9516,-72.8785,10000.0,4.535
5299,1986,8,21,2,58,38,-24.1798,-66.9047,200000.0,4.625
5300,1986,8,25,14,17,53,-31.6812,-68.042,112739.7,4.54
5301,1986,8,26,23,3,46,-31.7603,-71.17,53348.4,5.55
5302,1986,8,27,23,44,17,-4.7053,-76.1414,123353.4,4.705
5303,1986,8,29,4,30,9,-20.6489,-70.6575,26993.2,5.03
5304,1986,9,5,6,6,15,-37.1159,-71.8154,85086.9,5.31
5305,1986,9,7,6,28,47,-27.9488,-66.7377,167000.0,4.775
5306,1986,9,7,21,51,55,-18.5806,-69.6877,112000.0,4.7
5307,1986,9,9,3,19,51,-23.0913,-66.684,222000.0,5.03
5308,1986,9,12,10,39,40,-22.5713,-70.3835,63584.7,5.14
5309,1986,9,13,18,0,49,-23.0333,-66.6678,210500.9,4.905
5310,1986,9,14,1,3,28,-23.041,-68.8574,94000.0,4.65
5311,1986,9,14,22,12,21,7.2172,-77.0087,40406.1,4.7
5312,1986,9,15,5,2,34,-23.9362,-66.9151,200000.0,4.6
5313,1986,9,15,20,5,38,7.4479,-74.9156,63760.9,4.81
5314,1986,9,22,18,19,19,-32.3472,-71.8066,44753.4,5.195
5315,1986,9,22,19,15,14,-34.3561,-70.373,10000.0,4.67
5316,1986,9,29,0,29,38,-33.4464,-72.2125,19000.0,4.73
5317,1986,9,30,16,7,35,-21.8109,-68.5412,115000.0,4.685
5318,1986,10,7,6,42,11,6.8153,-73.1159,166000.0,4.985
5319,1986,10,9,10,40,55,-21.0293,-68.496,121159.5,4.44
5320,1986,10,10,6,16,2,-23.4685,-68.797,93207.1,5.115
5321,1986,10,10,20,18,38,-42.0564,-84.0826,19000.0,5.2
5322,1986,10,11,12,43,47,-33.5251,-72.3757,19753.0,4.985
5323,1986,10,17,16,45,13,6.7643,-73.0329,166000.0,5.12
5324,1986,10,24,2,42,50,-25.2545,-70.0931,31576.6,5.5
5325,1986,10,26,8,13,27,-10.845,-74.8059,41000.0,4.535
5326,1986,10,27,8,2,54,-34.2498,-78.8978,10000.0,4.99
5327,1986,10,28,15,54,56,-23.4672,-68.7232,95444.7,5.035
5328,1986,10,28,18,42,27,-2.5421,-79.7604,44000.0,4.865
5329,1986,10,31,7,5,54,6.7593,-73.1124,166517.9,5.19
5330,1986,11,3,4,58,3,-21.4494,-68.3617,121000.0,5.01
5331,1986,11,6,14,49,16,-12.7754,-75.1617,96000.0,4.59
5332,1986,11,8,23,0,30,-27.8835,-66.8018,164000.0,4.875
5333,1986,11,10,2,52,34,-23.9184,-67.0751,181000.0,4.66
5334,1986,11,17,23,29,50,-8.6882,-78.6727,100000.0,4.65
5335,1986,11,18,19,51,40,6.7409,-73.076,166000.0,4.755
5336,1986,11,22,15,0,26,-0.0299,-79.862,15000.0,4.825
5337,1986,11,23,1,39,23,-3.475,-77.379,94216.7,6.78
5338,1986,11,23,16,54,39,-31.9656,-70.3638,108581.2,5.08
5339,1986,11,27,10,29,33,-21.5915,-69.4981,50000.0,4.85
5340,1986,11,28,17,27,5,-45.6211,-76.8557,35000.0,5.115
5341,1986,11,28,20,34,50,-45.3754,-77.5381,32816.9,5.22
5342,1986,11,29,0,33,8,6.0945,-82.4481,14000.0,4.83
5343,1986,11,29,20,11,21,-23.1752,-69.3196,84000.0,5.23
5344,1986,11,30,16,4,40,-27.7557,-71.5395,18000.0,4.705
5345,1986,11,30,23,18,42,-18.1701,-70.2554,73676.1,4.965
5346,1986,12,5,14,24,24,-31.378,-67.7683,28000.0,4.835
5347,1986,12,5,23,12,18,-8.5642,-75.8472,35000.0,5.05
5348,1986,12,12,3,11,2,6.964,-76.3337,35000.0,4.555
5349,1986,12,13,8,57,30,7.2951,-82.6777,12000.0,4.315
5350,1986,12,17,1,28,54,-30.585,-71.3821,33000.0,4.985
5351,1986,12,17,9,50,55,-8.586,-74.3735,148615.9,4.86
5352,1986,12,19,5,47,28,-33.1095,-71.8643,15000.0,5.02
5353,1986,12,19,6,32,15,-10.3694,-78.7559,40000.0,4.735
5354,1986,12,20,5,4,40,-7.755,-75.4308,44808.3,5.18
5355,1986,12,20,20,16,50,-33.0609,-71.8988,15000.0,5.03
5356,1986,12,25,8,58,34,-8.3122,-74.7288,151000.0,4.49
5357,1986,12,25,17,10,10,-38.5764,-74.9321,10731.8,4.89
5358,1986,12,25,17,17,40,-44.8932,-79.3157,13658.2,6.34
5359,1986,12,25,21,2,55,-4.8771,-76.2845,119908.0,4.795
5360,1986,12,27,0,45,33,-21.8963,-68.9436,101377.6,4.74
5361,1986,12,27,2,29,2,-23.8688,-70.1589,42875.8,5.38
5362,1986,12,27,23,46,16,6.7818,-73.0763,166000.0,4.45
5363,1986,12,28,5,27,16,-4.4359,-76.8918,118000.0,4.655
5364,1986,12,28,20,35,43,-24.1816,-66.8983,193049.3,5.105
5365,1986,12,29,12,53,2,-28.2464,-63.1016,598814.6,5.36
5366,1987,1,1,1,58,22,-6.6841,-76.8323,35000.0,4.865
5367,1987,1,4,17,52,37,5.8251,-82.7124,11166.5,6.27
5368,1987,1,7,0,24,16,-43.0977,-82.9702,10000.0,4.96
5369,1987,1,7,17,16,25,4.7509,-76.2968,97000.0,4.555
5370,1987,1,13,13,24,0,5.7501,-79.0954,7562.0,5.96
5371,1987,1,13,19,30,13,5.6861,-78.8089,14556.5,5.8
5372,1987,1,14,12,44,52,-32.6937,-67.3077,160118.7,5.48
5373,1987,1,16,16,30,0,-29.9164,-68.6085,108538.7,4.63
5374,1987,1,17,3,25,9,-20.3432,-71.2165,35000.0,4.675
5375,1987,1,19,10,54,40,-10.2759,-78.9144,35000.0,4.66
5376,1987,1,20,3,59,0,6.9231,-72.1006,16000.0,4.83
5377,1987,1,20,8,28,39,-24.106,-66.8859,181000.0,4.715
5378,1987,1,23,5,47,24,-20.6851,-68.7237,110000.0,4.785
5379,1987,1,25,2,13,46,-32.4498,-71.9446,55674.1,4.635
5380,1987,1,25,10,31,24,3.0634,-79.2835,16038.1,5.74
5381,1987,1,26,14,52,10,-32.2364,-71.9345,16000.0,4.72
5382,1987,1,26,15,5,53,-32.2099,-72.1963,46107.2,4.86
5383,1987,1,26,15,41,15,-32.1454,-72.058,54275.3,5.145
5384,1987,1,26,23,29,13,-32.1513,-72.1243,44553.2,4.9
5385,1987,1,26,23,32,23,-32.0557,-71.7171,30511.1,4.99
5386,1987,1,27,2,50,0,-32.1235,-72.1938,30548.7,4.775
5387,1987,1,27,3,40,11,-32.251,-72.3408,40681.5,4.45
5388,1987,1,27,7,6,52,-32.194,-72.1497,31784.0,5.51
5389,1987,1,28,15,4,24,2.65,-79.8022,20000.0,4.705
5390,1987,1,29,17,22,40,-29.7768,-71.2682,64193.6,5.39
5391,1987,1,29,19,9,2,-31.9382,-71.9307,17000.0,4.88
5392,1987,1,31,18,55,14,5.7367,-79.0737,35000.0,4.47
5393,1987,2,1,2,8,36,-22.3002,-68.4419,121459.3,4.84
5394,1987,2,3,15,44,28,-37.7737,-73.1725,33000.0,5.18
5395,1987,2,3,16,42,42,-37.7818,-73.127,33022.2,5.82
5396,1987,2,5,15,36,0,-16.8389,-72.3234,93000.0,4.685
5397,1987,2,8,0,16,47,-29.7438,-71.5319,43000.0,4.675
5398,1987,2,8,19,7,35,-14.4388,-72.9281,83000.0,4.815
5399,1987,2,8,22,22,39,-28.8249,-68.6414,107000.0,4.585
5400,1987,2,10,2,48,57,3.0898,-79.1612,21757.5,5.13
5401,1987,2,11,13,47,38,-38.7076,-74.6542,10000.0,4.56
5402,1987,2,12,19,31,43,-21.7978,-68.3962,115000.0,4.68
5403,1987,2,13,19,52,43,-19.1247,-68.3687,50000.0,4.83
5404,1987,2,13,21,53,55,-27.3686,-63.2636,562000.0,4.61
5405,1987,2,14,15,24,6,-45.8255,-76.8808,35000.0,5.24
5406,1987,2,14,15,44,17,-45.6179,-76.1856,8796.7,5.86
5407,1987,2,14,15,51,22,-46.0749,-76.7309,21936.7,5.19
5408,1987,2,15,4,18,21,-37.5314,-74.0517,35000.0,4.67
5409,1987,2,15,17,38,42,-9.7208,-75.465,41000.0,4.585
5410,1987,2,16,4,44,38,-30.7013,-71.4687,48747.1,5.1
5411,1987,2,16,14,37,22,-20.7346,-69.2023,107513.3,4.98
5412,1987,2,16,18,32,52,-24.2091,-70.4008,39000.0,4.88
5413,1987,2,18,17,0,17,-14.3057,-75.8368,45871.6,4.975
5414,1987,2,21,9,31,40,-8.6213,-74.2907,168639.0,4.815
5415,1987,2,23,10,8,48,-45.8438,-73.3024,35000.0,4.71
5416,1987,2,24,1,36,23,-22.1608,-68.5509,119970.6,5.1
5417,1987,2,25,10,42,44,-27.9224,-66.822,157166.8,5.29
5418,1987,2,26,8,54,40,-8.3869,-79.8757,39000.0,4.41
5419,1987,2,27,22,18,10,-24.2317,-68.1316,117000.0,4.64
5420,1987,2,28,5,6,26,-22.4603,-67.4587,167000.0,4.445
5421,1987,3,1,2,32,50,-31.6035,-69.1733,121028.3,4.715
5422,1987,3,1,7,32,33,-28.0552,-66.9111,167000.0,4.77
5423,1987,3,2,8,13,3,-31.1892,-67.9215,30000.0,4.5
5424,1987,3,3,10,7,17,-20.0466,-69.1083,124524.5,4.95
5425,1987,3,3,12,59,17,-24.0879,-67.0679,181000.0,4.505
5426,1987,3,4,10,4,58,-20.0146,-69.0369,112784.0,5.34
5427,1987,3,5,9,17,4,-24.4733,-70.2746,41419.8,7.53
5428,1987,3,5,9,51,54,-24.5555,-70.2515,41834.8,5.6
5429,1987,3,5,9,56,9,-24.4133,-70.4361,44313.6,5.605
5430,1987,3,5,10,55,14,-24.516,-70.6003,31407.6,6.92
5431,1987,3,5,11,8,24,-5.762,-78.9096,35000.0,5.005
5432,1987,3,5,13,6,27,-24.3748,-70.6635,39000.0,4.57
5433,1987,3,5,21,27,51,-24.0206,-70.4902,47755.9,4.97
5434,1987,3,5,22,24,37,-33.6426,-72.3767,23699.1,4.5
5435,1987,3,6,1,54,51,0.0588,-77.73,13974.4,6.39
5436,1987,3,6,4,10,44,-0.0219,-77.8137,18518.5,7.14
5437,1987,3,6,4,17,30,-0.4451,-77.733,9000.0,5.53
5438,1987,3,6,6,33,5,-0.0562,-77.66,13400.7,5.185
5439,1987,3,6,7,6,43,-24.0332,-70.1466,30802.3,6.04
5440,1987,3,6,8,14,49,0.0216,-77.906,8024.6,5.98
5441,1987,3,6,9,39,54,-24.1176,-70.173,33210.0,6.21
5442,1987,3,6,12,40,6,-0.2304,-77.5725,10000.0,4.9
5443,1987,3,6,13,49,53,0.0632,-77.4513,10000.0,4.79
5444,1987,3,6,13,58,12,6.8254,-73.1328,166000.0,4.865
5445,1987,3,6,17,17,43,-31.8503,-67.9308,115164.3,4.99
5446,1987,3,7,0,23,40,6.7078,-72.9702,166000.0,4.695
5447,1987,3,7,1,37,23,6.7567,-73.0337,162356.4,4.895
5448,1987,3,7,21,45,45,-24.4117,-70.7844,39000.0,4.5
5449,1987,3,7,22,58,16,0.0116,-77.4488,10000.0,4.7
5450,1987,3,8,12,51,43,-20.5648,-70.5047,27424.2,5.25
5451,1987,3,8,16,1,34,-24.1796,-70.8096,34000.0,4.515
5452,1987,3,8,19,33,17,-24.2091,-70.7857,16848.8,4.925
5453,1987,3,8,22,41,57,-5.6435,-81.5401,35000.0,4.705
5454,1987,3,9,6,5,25,-24.3246,-70.5736,10000.0,4.785
5455,1987,3,9,9,25,31,-0.5239,-78.6777,14000.0,4.705
5456,1987,3,9,13,26,8,5.0334,-82.6423,12000.0,4.955
5457,1987,3,10,0,22,37,-18.5243,-72.0366,34630.8,5.78
5458,1987,3,10,1,35,30,0.0722,-77.4085,9000.0,4.77
5459,1987,3,10,2,18,9,-18.489,-71.9675,28481.0,5.56
5460,1987,3,10,6,38,58,-0.2462,-77.9707,9000.0,4.675
5461,1987,3,10,11,48,23,-18.6344,-72.3463,35000.0,4.76
5462,1987,3,10,14,59,25,-0.2472,-77.6533,9000.0,4.65
5463,1987,3,10,22,20,34,6.093,-76.5668,46172.2,4.96
5464,1987,3,11,14,34,33,-32.007,-69.8313,111069.8,4.6
5465,1987,3,12,6,7,18,-18.5551,-72.1397,23528.5,5.03
5466,1987,3,12,7,58,56,-18.0628,-69.7601,135000.0,4.795
5467,1987,3,12,11,2,31,-3.8644,-81.4224,46010.4,5.13
5468,1987,3,13,10,28,14,-15.7174,-74.2881,66365.5,5.32
5469,1987,3,13,23,17,43,-33.07,-71.68,31000.0,4.5
5470,1987,3,14,2,21,27,-24.2521,-70.547,36000.0,4.71
5471,1987,3,15,6,3,5,-24.1452,-70.6077,36000.0,5.46
5472,1987,3,15,6,17,51,-24.0114,-70.3768,40735.3,4.94
5473,1987,3,16,7,31,51,-0.0885,-77.7408,10000.0,4.385
5474,1987,3,16,21,29,49,-33.116,-72.0776,14000.0,4.5
5475,1987,3,19,1,28,54,6.7798,-76.3623,14687.6,5.36
5476,1987,3,19,4,2,51,6.7496,-76.4865,35000.0,4.705
5477,1987,3,19,7,35,54,6.7921,-76.3289,18000.0,4.96
5478,1987,3,19,9,52,59,7.008,-76.3402,18000.0,5.14
5479,1987,3,21,9,0,10,-22.7491,-68.8597,109512.4,4.48
5480,1987,3,22,3,23,57,-24.0364,-70.2128,29414.3,6.03
5481,1987,3,22,7,17,33,6.7801,-73.1006,166181.3,4.56
5482,1987,3,23,20,47,59,-34.1075,-72.2322,35000.0,5.14
5483,1987,3,26,11,29,56,-21.1995,-68.6703,114313.0,4.885
5484,1987,3,27,11,7,39,-8.1796,-75.7384,150000.0,4.645
5485,1987,3,31,9,15,53,-29.7287,-71.6627,33970.1,4.835
5486,1987,4,1,1,48,9,-22.9511,-66.1098,245738.1,6.94
5487,1987,4,1,10,23,50,-43.02,-82.2921,10000.0,4.94
5488,1987,4,3,10,55,44,-32.2717,-69.2133,116118.0,4.5
5489,1987,4,3,11,10,20,-27.3662,-63.3005,562000.0,4.735
5490,1987,4,4,0,17,3,-14.5619,-70.8986,181235.6,5.12
5491,1987,4,4,12,12,18,-14.7743,-75.4999,61272.3,5.2
5492,1987,4,4,20,5,34,-21.182,-68.6142,117000.0,4.965
5493,1987,4,7,0,51,37,-22.9597,-65.9667,210979.4,5.475
5494,1987,4,8,9,18,35,-43.8781,-79.0834,7506.0,4.875
5495,1987,4,9,14,13,10,6.8567,-72.9377,171529.2,4.68
5496,1987,4,11,8,2,27,-24.4981,-69.3322,86301.5,4.66
5497,1987,4,11,18,17,35,6.7483,-72.9723,161000.0,4.73
5498,1987,4,13,12,15,27,-4.8229,-78.4143,35000.0,4.615
5499,1987,4,17,18,17,10,5.4653,-82.6339,15000.0,4.585
5500,1987,4,19,0,7,36,-33.783,-72.3096,43371.8,4.8
5501,1987,4,20,2,21,46,-21.1247,-68.7504,117000.0,4.59
5502,1987,4,21,10,35,24,-21.0611,-70.0433,67000.0,4.635
5503,1987,4,21,19,39,11,7.184,-82.3465,10000.0,4.61
5504,1987,4,21,21,31,20,3.5453,-77.6073,35000.0,4.64
5505,1987,4,23,7,56,22,-8.576,-75.7838,35000.0,4.995
